,Code,supermarket,fast_food,total_weekly_income,total_private_outdoor_space,RUC11,rural_urban_settings
6740,E02006883,0,0,,229656.9,Urban city and town,urban
6741,E02006884,0,0,,941976.2,Urban city and town,urban
6742,E02006885,0,0,,412121.7,Urban city and town,urban
6743,E02006886,0,0,,3254617.0,Rural village and dispersed,rural
6744,E02006887,0,0,,40449.8,Urban city and town,urban
6745,E02006888,0,0,,130752.1,Urban city and town,urban
6746,E02006889,0,0,,90565.3,Urban city and town,urban
6747,E02006890,0,0,,213685.1,Urban city and town,urban
6748,E02006891,0,0,,1291258.2,Urban city and town,urban
6749,E02006892,0,0,,594368.8,Urban city and town,urban
6750,E02006893,0,0,,962766.6,Urban major conurbation,urban
6751,E02006894,0,0,,685210.2,Urban major conurbation,urban
6752,E02006895,0,0,,113839.0,Urban major conurbation,urban
6753,E02006896,0,0,,30544.3,Urban major conurbation,urban
6754,E02006897,0,0,,68484.3,Urban major conurbation,urban
6755,E02006898,0,0,,63172.6,Urban major conurbation,urban
6756,E02006899,0,0,,1747.1,Urban major conurbation,urban
6757,E02006900,0,0,,381167.4,Urban major conurbation,urban
6758,E02006901,0,0,,411227.5,Urban major conurbation,urban
6759,E02006902,0,0,,47747.0,Urban major conurbation,urban
6760,E02006903,0,0,,1205757.5,Urban city and town,urban
6761,E02006904,0,0,,81362.3,Urban minor conurbation,urban
6762,E02006905,0,0,,234254.4,Urban minor conurbation,urban
6763,E02006906,0,0,,1629542.4,Urban minor conurbation,urban
6764,E02006907,0,0,,147591.7,Urban city and town,urban
6765,E02006908,0,0,,316140.3,Urban city and town,urban
6766,E02006909,0,0,,1783145.6,Urban city and town,urban
6767,E02006910,0,0,,923992.2,Urban city and town,urban
6768,E02006911,0,0,,1985404.9,Urban city and town,urban
6769,E02006912,0,0,,3536.9,Urban major conurbation,urban
6770,E02006913,0,0,,79595.5,Urban major conurbation,urban
6771,E02006914,0,0,,23515.2,Urban major conurbation,urban
6772,E02006915,0,0,,251706.3,Urban major conurbation,urban
6773,E02006916,0,0,,65173.0,Urban major conurbation,urban
6774,E02006917,0,0,,8396.7,Urban major conurbation,urban
6775,E02006918,0,0,680.0,67607.8,Urban major conurbation,urban
6776,E02006919,0,0,,768324.0,Urban city and town,urban
6777,E02006920,0,0,,753306.6,Urban city and town,urban
6778,E02006921,1,0,670.0,77351.2,Urban major conurbation,urban
6779,E02006922,0,0,,1485002.0,Urban city and town,urban
6780,E02006924,1,0,890.0,597831.1,Urban major conurbation,urban
6781,E02006925,1,0,1020.0,764147.5,Urban major conurbation,urban
6782,E02006926,0,0,,483911.8,Urban major conurbation,urban
6783,E02006927,2,1,910.0,614774.3,Urban major conurbation,urban
6784,E02006928,4,1,880.0,38030.4,Urban major conurbation,urban
6785,E02006929,2,0,890.0,106336.0,Urban major conurbation,urban
6786,E02006930,4,0,1080.0,157458.9,Urban major conurbation,urban
6787,E02006931,2,0,970.0,226470.4,Urban major conurbation,urban
6788,E02006932,0,0,,46030.5,Urban major conurbation,urban
6789,E02006933,0,0,,117625.4,Urban major conurbation,urban
6790,E02006934,0,0,,35403.3,Urban major conurbation,urban
6791,S02001236,0,0,,806066.1,,other
6792,S02001237,0,0,,1336082.1,,other
6793,S02001238,0,0,,1381363.9,,other
6794,S02001239,0,0,,345926.5,,other
6795,S02001240,0,0,,356685.7,,other
6796,S02001241,0,0,,457959.4,,other
6797,S02001242,0,0,,562355.3,,other
6798,S02001243,0,0,,732440.1,,other
6799,S02001244,0,0,,278282.4,,other
6800,S02001245,0,0,,362924.5,,other
6801,S02001246,0,0,,173280.5,,other
6802,S02001247,0,0,,405689.9,,other
6803,S02001248,0,0,,332353.0,,other
6804,S02001249,0,0,,58553.6,,other
6805,S02001250,0,0,,22302.4,,other
6806,S02001251,0,0,,137965.3,,other
6807,S02001252,0,0,,295178.5,,other
6808,S02001253,0,0,,324808.6,,other
6809,S02001254,0,0,,456832.7,,other
6810,S02001255,0,0,,372590.2,,other
6811,S02001256,0,0,,253290.8,,other
6812,S02001257,0,0,,286479.0,,other
6813,S02001258,0,0,,156434.1,,other
6814,S02001259,0,0,,40533.7,,other
6815,S02001260,0,0,,64275.7,,other
6816,S02001261,0,0,,66160.8,,other
6817,S02001262,0,0,,107451.3,,other
6818,S02001263,0,0,,175983.3,,other
6819,S02001264,0,0,,139876.0,,other
6820,S02001265,0,0,,110292.4,,other
6821,S02001266,0,0,,159385.7,,other
6822,S02001267,0,0,,135130.7,,other
6823,S02001268,0,0,,488467.5,,other
6824,S02001269,0,0,,230113.4,,other
6825,S02001270,0,0,,332045.7,,other
6826,S02001271,0,0,,307731.0,,other
6827,S02001272,0,0,,283387.9,,other
6828,S02001273,0,0,,389832.7,,other
6829,S02001274,0,0,,261958.9,,other
6830,S02001275,0,0,,848746.8,,other
6831,S02001276,0,0,,267169.9,,other
6832,S02001277,0,0,,513512.2,,other
6833,S02001278,0,0,,584511.1,,other
6834,S02001279,0,0,,320743.8,,other
6835,S02001280,0,0,,420840.3,,other
6836,S02001281,0,0,,419568.1,,other
6837,S02001282,0,0,,293501.1,,other
6838,S02001283,0,0,,262521.2,,other
6839,S02001284,0,0,,427473.8,,other
6840,S02001285,0,0,,1496486.6,,other
6841,S02001286,0,0,,2280617.2,,other
6842,S02001287,0,0,,1093372.3,,other
6843,S02001288,0,0,,1289232.6,,other
6844,S02001289,0,0,,1487585.1,,other
6845,S02001290,0,0,,1729377.5,,other
6846,S02001291,0,0,,486467.3,,other
6847,S02001292,0,0,,562694.9,,other
6848,S02001293,0,0,,377143.3,,other
6849,S02001294,0,0,,452796.8,,other
6850,S02001295,0,0,,935787.5,,other
6851,S02001296,0,0,,2461835.9,,other
6852,S02001297,0,0,,478496.2,,other
6853,S02001298,0,0,,662650.6,,other
6854,S02001299,0,0,,2135734.8,,other
6855,S02001300,0,0,,2395605.2,,other
6856,S02001301,0,0,,2297277.2,,other
6857,S02001302,0,0,,394830.4,,other
6858,S02001303,0,0,,586082.9,,other
6859,S02001304,0,0,,523847.8,,other
6860,S02001305,0,0,,2084169.0,,other
6861,S02001306,0,0,,1234756.1,,other
6862,S02001307,0,0,,492793.8,,other
6863,S02001308,0,0,,899246.1,,other
6864,S02001309,0,0,,411185.6,,other
6865,S02001310,0,0,,370733.0,,other
6866,S02001311,0,0,,873943.1,,other
6867,S02001312,0,0,,1120860.3,,other
6868,S02001313,0,0,,694456.6,,other
6869,S02001314,0,0,,507023.6,,other
6870,S02001315,0,0,,1845858.6,,other
6871,S02001316,0,0,,2029535.5,,other
6872,S02001317,0,0,,1429505.1,,other
6873,S02001318,0,0,,1846418.5,,other
6874,S02001319,0,0,,1702128.7,,other
6875,S02001320,0,0,,2503743.8,,other
6876,S02001321,0,0,,546611.2,,other
6877,S02001322,0,0,,1531498.6,,other
6878,S02001323,0,0,,667970.8,,other
6879,S02001324,0,0,,965391.4,,other
6880,S02001325,0,0,,1204852.0,,other
6881,S02001326,0,0,,454052.8,,other
6882,S02001327,0,0,,443758.2,,other
6883,S02001328,0,0,,1335814.7,,other
6884,S02001329,0,0,,1223889.6,,other
6885,S02001330,0,0,,1763212.8,,other
6886,S02001331,0,0,,394803.2,,other
6887,S02001332,0,0,,1539936.3,,other
6888,S02001333,0,0,,1080236.2,,other
6889,S02001334,0,0,,374599.0,,other
6890,S02001335,0,0,,245070.2,,other
6891,S02001336,0,0,,375011.4,,other
6892,S02001337,0,0,,484430.6,,other
6893,S02001338,0,0,,2562076.8,,other
6894,S02001339,0,0,,1737215.6,,other
6895,S02001340,0,0,,599543.4,,other
6896,S02001341,0,0,,154864.1,,other
6897,S02001342,0,0,,220418.1,,other
6898,S02001343,0,0,,219121.7,,other
6899,S02001344,0,0,,1776610.6,,other
6900,S02001345,0,0,,1544554.0,,other
6901,S02001346,0,0,,370911.5,,other
6902,S02001347,0,0,,600365.0,,other
6903,S02001348,0,0,,511907.0,,other
6904,S02001349,0,0,,763611.3,,other
6905,S02001350,0,0,,1044659.5,,other
6906,S02001351,0,0,,518710.1,,other
6907,S02001352,0,0,,425551.8,,other
6908,S02001353,0,0,,169510.9,,other
6909,S02001354,0,0,,439304.4,,other
6910,S02001355,0,0,,295969.5,,other
6911,S02001356,0,0,,790799.3,,other
6912,S02001357,0,0,,297577.7,,other
6913,S02001358,0,0,,440676.0,,other
6914,S02001359,0,0,,960913.7,,other
6915,S02001360,0,0,,1478619.7,,other
6916,S02001361,0,0,,330205.4,,other
6917,S02001362,0,0,,562129.2,,other
6918,S02001363,0,0,,1957428.1,,other
6919,S02001364,0,0,,682624.0,,other
6920,S02001365,0,0,,373446.4,,other
6921,S02001366,0,0,,473900.7,,other
6922,S02001367,0,0,,1066993.0,,other
6923,S02001368,0,0,,826418.6,,other
6924,S02001369,0,0,,1931163.6,,other
6925,S02001370,0,0,,1977476.6,,other
6926,S02001371,0,0,,664426.5,,other
6927,S02001372,0,0,,308564.6,,other
6928,S02001373,0,0,,2444824.2,,other
6929,S02001374,0,0,,1360840.5,,other
6930,S02001375,0,0,,1483601.7,,other
6931,S02001376,0,0,,638738.4,,other
6932,S02001377,0,0,,1349604.6,,other
6933,S02001378,0,0,,1370827.7,,other
6934,S02001379,0,0,,1230573.7,,other
6935,S02001380,0,0,,635690.6,,other
6936,S02001381,0,0,,821603.6,,other
6937,S02001382,0,0,,335359.3,,other
6938,S02001383,0,0,,1782413.2,,other
6939,S02001384,0,0,,1773097.5,,other
6940,S02001385,0,0,,1071265.4,,other
6941,S02001386,0,0,,608439.0,,other
6942,S02001387,0,0,,1589074.3,,other
6943,S02001388,0,0,,1235196.4,,other
6944,S02001389,0,0,,883480.6,,other
6945,S02001390,0,0,,344375.0,,other
6946,S02001391,0,0,,418174.3,,other
6947,S02001392,0,0,,803802.6,,other
6948,S02001393,0,0,,371611.0,,other
6949,S02001394,0,0,,484521.1,,other
6950,S02001395,0,0,,273618.2,,other
6951,S02001396,0,0,,522879.0,,other
6952,S02001397,0,0,,324939.4,,other
6953,S02001398,0,0,,491653.0,,other
6954,S02001399,0,0,,1060454.7,,other
6955,S02001400,0,0,,651212.2,,other
6956,S02001401,0,0,,498904.1,,other
6957,S02001402,0,0,,297893.9,,other
6958,S02001403,0,0,,540338.9,,other
6959,S02001404,0,0,,387117.0,,other
6960,S02001405,0,0,,590511.2,,other
6961,S02001406,0,0,,261077.7,,other
6962,S02001407,0,0,,366281.0,,other
6963,S02001408,0,0,,1201337.4,,other
6964,S02001409,0,0,,616264.4,,other
6965,S02001410,0,0,,941395.0,,other
6966,S02001411,0,0,,1414203.5,,other
6967,S02001412,0,0,,1277897.8,,other
6968,S02001413,0,0,,1366275.3,,other
6969,S02001414,0,0,,1488360.8,,other
6970,S02001415,0,0,,801226.6,,other
6971,S02001416,0,0,,711473.9,,other
6972,S02001417,0,0,,1434734.5,,other
6973,S02001418,0,0,,1650298.0,,other
6974,S02001419,0,0,,663112.2,,other
6975,S02001420,0,0,,1165205.6,,other
6976,S02001421,0,0,,1544725.9,,other
6977,S02001422,0,0,,961841.9,,other
6978,S02001423,0,0,,422855.3,,other
6979,S02001424,0,0,,483441.4,,other
6980,S02001425,0,0,,490738.9,,other
6981,S02001426,0,0,,1009613.0,,other
6982,S02001427,0,0,,742285.0,,other
6983,S02001428,0,0,,390352.8,,other
6984,S02001429,0,0,,331437.2,,other
6985,S02001430,0,0,,216274.4,,other
6986,S02001431,0,0,,457956.4,,other
6987,S02001432,0,0,,325852.7,,other
6988,S02001433,0,0,,387172.0,,other
6989,S02001434,0,0,,837672.9,,other
6990,S02001435,0,0,,805778.3,,other
6991,S02001436,0,0,,982046.4,,other
6992,S02001437,0,0,,984994.2,,other
6993,S02001438,0,0,,866880.0,,other
6994,S02001439,0,0,,1227541.4,,other
6995,S02001440,0,0,,859347.4,,other
6996,S02001441,0,0,,277093.7,,other
6997,S02001442,0,0,,773499.6,,other
6998,S02001443,0,0,,602806.5,,other
6999,S02001444,0,0,,669638.6,,other
7000,S02001445,0,0,,745827.6,,other
7001,S02001446,0,0,,122450.0,,other
7002,S02001447,0,0,,251822.7,,other
7003,S02001448,0,0,,80802.7,,other
7004,S02001449,0,0,,71916.5,,other
7005,S02001450,0,0,,142830.0,,other
7006,S02001451,0,0,,309451.1,,other
7007,S02001452,0,0,,95072.0,,other
7008,S02001453,0,0,,359056.0,,other
7009,S02001454,0,0,,413140.9,,other
7010,S02001455,0,0,,332685.9,,other
7011,S02001456,0,0,,662253.5,,other
7012,S02001457,0,0,,187519.4,,other
7013,S02001458,0,0,,588095.9,,other
7014,S02001459,0,0,,489674.1,,other
7015,S02001460,0,0,,614008.0,,other
7016,S02001461,0,0,,720755.7,,other
7017,S02001462,0,0,,389355.8,,other
7018,S02001463,0,0,,540188.1,,other
7019,S02001464,0,0,,367950.2,,other
7020,S02001465,0,0,,329318.8,,other
7021,S02001466,0,0,,379469.4,,other
7022,S02001467,0,0,,477278.1,,other
7023,S02001468,0,0,,344250.6,,other
7024,S02001469,0,0,,360510.3,,other
7025,S02001470,0,0,,339665.0,,other
7026,S02001471,0,0,,129355.2,,other
7027,S02001472,0,0,,276327.4,,other
7028,S02001473,0,0,,299760.2,,other
7029,S02001474,0,0,,456000.6,,other
7030,S02001475,0,0,,543250.5,,other
7031,S02001476,0,0,,425878.8,,other
7032,S02001477,0,0,,577691.3,,other
7033,S02001478,0,0,,871711.9,,other
7034,S02001479,0,0,,305605.2,,other
7035,S02001480,0,0,,490071.3,,other
7036,S02001481,0,0,,934416.2,,other
7037,S02001482,0,0,,350956.4,,other
7038,S02001483,0,0,,417554.5,,other
7039,S02001484,0,0,,502089.8,,other
7040,S02001485,0,0,,376841.4,,other
7041,S02001486,0,0,,1349232.9,,other
7042,S02001487,0,0,,472099.8,,other
7043,S02001488,0,0,,231036.9,,other
7044,S02001489,0,0,,433132.9,,other
7045,S02001490,0,0,,344059.7,,other
7046,S02001491,0,0,,480326.5,,other
7047,S02001492,0,0,,760745.8,,other
7048,S02001493,0,0,,434244.6,,other
7049,S02001494,0,0,,401091.3,,other
7050,S02001495,0,0,,268818.8,,other
7051,S02001496,0,0,,330490.1,,other
7052,S02001497,0,0,,190323.3,,other
7053,S02001498,0,0,,196208.4,,other
7054,S02001499,0,0,,601180.5,,other
7055,S02001500,0,0,,386580.2,,other
7056,S02001501,0,0,,350539.5,,other
7057,S02001502,0,0,,325605.2,,other
7058,S02001503,0,0,,715246.7,,other
7059,S02001504,0,0,,586793.0,,other
7060,S02001505,0,0,,320792.4,,other
7061,S02001506,0,0,,334393.0,,other
7062,S02001507,0,0,,350410.2,,other
7063,S02001508,0,0,,561560.1,,other
7064,S02001509,0,0,,703684.9,,other
7065,S02001510,0,0,,438854.5,,other
7066,S02001511,0,0,,625726.0,,other
7067,S02001512,0,0,,457843.2,,other
7068,S02001513,0,0,,771396.4,,other
7069,S02001514,0,0,,325518.1,,other
7070,S02001515,0,0,,457705.7,,other
7071,S02001516,0,0,,597403.5,,other
7072,S02001517,0,0,,421902.1,,other
7073,S02001518,0,0,,532061.5,,other
7074,S02001519,0,0,,575622.5,,other
7075,S02001520,0,0,,695867.5,,other
7076,S02001521,0,0,,431448.9,,other
7077,S02001522,0,0,,206122.6,,other
7078,S02001523,0,0,,403818.1,,other
7079,S02001524,0,0,,832254.2,,other
7080,S02001525,0,0,,454697.7,,other
7081,S02001526,0,0,,338707.4,,other
7082,S02001527,0,0,,428910.8,,other
7083,S02001528,0,0,,305594.4,,other
7084,S02001529,0,0,,553438.8,,other
7085,S02001530,0,0,,261120.2,,other
7086,S02001531,0,0,,222110.5,,other
7087,S02001532,0,0,,519365.5,,other
7088,S02001533,0,0,,587060.7,,other
7089,S02001534,0,0,,479461.6,,other
7090,S02001535,0,0,,425470.1,,other
7091,S02001536,0,0,,237908.4,,other
7092,S02001537,0,0,,147060.1,,other
7093,S02001538,0,0,,286977.7,,other
7094,S02001539,0,0,,157918.6,,other
7095,S02001540,0,0,,334853.9,,other
7096,S02001541,0,0,,370833.5,,other
7097,S02001542,0,0,,484084.6,,other
7098,S02001543,0,0,,572239.4,,other
7099,S02001544,0,0,,427310.6,,other
7100,S02001545,0,0,,451553.0,,other
7101,S02001546,0,0,,1007311.3,,other
7102,S02001547,0,0,,1871002.8,,other
7103,S02001548,0,0,,460673.8,,other
7104,S02001549,0,0,,353681.5,,other
7105,S02001550,0,0,,1222649.2,,other
7106,S02001551,0,0,,489092.7,,other
7107,S02001552,0,0,,675836.9,,other
7108,S02001553,0,0,,1481660.2,,other
7109,S02001554,0,0,,635646.0,,other
7110,S02001555,0,0,,370866.7,,other
7111,S02001556,0,0,,832758.2,,other
7112,S02001557,0,0,,401259.0,,other
7113,S02001558,0,0,,362063.1,,other
7114,S02001559,0,0,,441136.7,,other
7115,S02001560,0,0,,329301.0,,other
7116,S02001561,0,0,,875994.6,,other
7117,S02001562,0,0,,559809.1,,other
7118,S02001563,0,0,,814190.0,,other
7119,S02001564,0,0,,1076936.6,,other
7120,S02001565,0,0,,768155.3,,other
7121,S02001566,0,0,,461418.3,,other
7122,S02001567,0,0,,385309.8,,other
7123,S02001568,0,0,,634599.2,,other
7124,S02001569,0,0,,317074.8,,other
7125,S02001570,0,0,,318271.2,,other
7126,S02001571,0,0,,377445.2,,other
7127,S02001572,0,0,,523280.9,,other
7128,S02001573,0,0,,561884.7,,other
7129,S02001574,0,0,,299833.0,,other
7130,S02001575,0,0,,441392.5,,other
7131,S02001576,0,0,,1024211.2,,other
7132,S02001577,0,0,,371394.2,,other
7133,S02001578,0,0,,376847.7,,other
7134,S02001579,0,0,,375911.5,,other
7135,S02001580,0,0,,839338.4,,other
7136,S02001581,0,0,,665973.8,,other
7137,S02001582,0,0,,66772.3,,other
7138,S02001583,0,0,,142273.2,,other
7139,S02001584,0,0,,44752.1,,other
7140,S02001585,0,0,,197426.5,,other
7141,S02001586,0,0,,196245.1,,other
7142,S02001587,0,0,,327264.1,,other
7143,S02001588,0,0,,246076.4,,other
7144,S02001589,0,0,,218836.9,,other
7145,S02001590,0,0,,82096.8,,other
7146,S02001591,0,0,,32610.4,,other
7147,S02001592,0,0,,122428.9,,other
7148,S02001593,0,0,,622521.1,,other
7149,S02001594,0,0,,178777.8,,other
7150,S02001595,0,0,,566014.5,,other
7151,S02001596,0,0,,251053.9,,other
7152,S02001597,0,0,,166039.7,,other
7153,S02001598,0,0,,700943.6,,other
7154,S02001599,0,0,,617114.2,,other
7155,S02001600,0,0,,277964.3,,other
7156,S02001601,0,0,,238175.2,,other
7157,S02001602,0,0,,391626.0,,other
7158,S02001603,0,0,,252929.0,,other
7159,S02001604,0,0,,269798.7,,other
7160,S02001605,0,0,,170858.3,,other
7161,S02001606,0,0,,227489.8,,other
7162,S02001607,0,0,,346538.4,,other
7163,S02001608,0,0,,317885.6,,other
7164,S02001609,0,0,,478543.9,,other
7165,S02001610,0,0,,208960.9,,other
7166,S02001611,0,0,,167902.3,,other
7167,S02001612,0,0,,454419.4,,other
7168,S02001613,0,0,,124709.0,,other
7169,S02001614,0,0,,88972.0,,other
7170,S02001615,0,0,,460657.7,,other
7171,S02001616,0,0,,395602.7,,other
7172,S02001617,0,0,,129807.9,,other
7173,S02001618,0,0,,49727.8,,other
7174,S02001619,0,0,,55950.1,,other
7175,S02001620,0,0,,48419.2,,other
7176,S02001621,0,0,,76941.3,,other
7177,S02001622,0,0,,18074.5,,other
7178,S02001623,0,0,,32227.5,,other
7179,S02001624,0,0,,31405.3,,other
7180,S02001625,0,0,,92738.9,,other
7181,S02001626,0,0,,353463.1,,other
7182,S02001627,0,0,,163929.2,,other
7183,S02001628,0,0,,201774.9,,other
7184,S02001629,0,0,,244056.5,,other
7185,S02001630,0,0,,282577.6,,other
7186,S02001631,0,0,,406585.8,,other
7187,S02001632,0,0,,116208.5,,other
7188,S02001633,0,0,,450870.7,,other
7189,S02001634,0,0,,147998.2,,other
7190,S02001635,0,0,,154085.3,,other
7191,S02001636,0,0,,346674.2,,other
7192,S02001637,0,0,,178877.2,,other
7193,S02001638,0,0,,248290.7,,other
7194,S02001639,0,0,,168433.7,,other
7195,S02001640,0,0,,43166.2,,other
7196,S02001641,0,0,,98965.4,,other
7197,S02001642,0,0,,22253.9,,other
7198,S02001643,0,0,,41900.8,,other
7199,S02001644,0,0,,65388.4,,other
7200,S02001645,0,0,,34760.2,,other
7201,S02001646,0,0,,26208.5,,other
7202,S02001647,0,0,,90468.7,,other
7203,S02001648,0,0,,53938.2,,other
7204,S02001649,0,0,,51516.5,,other
7205,S02001650,0,0,,157533.1,,other
7206,S02001651,0,0,,372710.1,,other
7207,S02001652,0,0,,242855.5,,other
7208,S02001653,0,0,,89230.1,,other
7209,S02001654,0,0,,73959.4,,other
7210,S02001655,0,0,,46030.7,,other
7211,S02001656,0,0,,75229.9,,other
7212,S02001657,0,0,,37066.9,,other
7213,S02001658,0,0,,113373.8,,other
7214,S02001659,0,0,,74488.9,,other
7215,S02001660,0,0,,238621.6,,other
7216,S02001661,0,0,,291056.0,,other
7217,S02001662,0,0,,627828.4,,other
7218,S02001663,0,0,,350627.7,,other
7219,S02001664,0,0,,827029.3,,other
7220,S02001665,0,0,,316214.9,,other
7221,S02001666,0,0,,165480.7,,other
7222,S02001667,0,0,,277752.6,,other
7223,S02001668,0,0,,118907.4,,other
7224,S02001669,0,0,,133724.7,,other
7225,S02001670,0,0,,166803.4,,other
7226,S02001671,0,0,,186052.5,,other
7227,S02001672,0,0,,618916.4,,other
7228,S02001673,0,0,,367190.3,,other
7229,S02001674,0,0,,600649.3,,other
7230,S02001675,0,0,,487134.3,,other
7231,S02001676,0,0,,236920.8,,other
7232,S02001677,0,0,,571010.6,,other
7233,S02001678,0,0,,382502.6,,other
7234,S02001679,0,0,,518759.6,,other
7235,S02001680,0,0,,209351.2,,other
7236,S02001681,0,0,,313549.4,,other
7237,S02001682,0,0,,254485.8,,other
7238,S02001683,0,0,,556833.0,,other
7239,S02001684,0,0,,914976.4,,other
7240,S02001685,0,0,,428506.4,,other
7241,S02001686,0,0,,296464.3,,other
7242,S02001687,0,0,,1952408.4,,other
7243,S02001688,0,0,,1694282.4,,other
7244,S02001689,0,0,,988019.8,,other
7245,S02001690,0,0,,1713419.4,,other
7246,S02001691,0,0,,3012698.1,,other
7247,S02001692,0,0,,1989650.1,,other
7248,S02001693,0,0,,659231.6,,other
7249,S02001694,0,0,,512537.8,,other
7250,S02001695,0,0,,1556600.1,,other
7251,S02001696,0,0,,358358.0,,other
7252,S02001697,0,0,,557251.1,,other
7253,S02001698,0,0,,297407.5,,other
7254,S02001699,0,0,,337239.0,,other
7255,S02001700,0,0,,510140.0,,other
7256,S02001701,0,0,,489159.8,,other
7257,S02001702,0,0,,418199.7,,other
7258,S02001703,0,0,,698941.7,,other
7259,S02001704,0,0,,506981.8,,other
7260,S02001705,0,0,,287438.3,,other
7261,S02001706,0,0,,329300.8,,other
7262,S02001707,0,0,,307129.8,,other
7263,S02001708,0,0,,247671.2,,other
7264,S02001709,0,0,,216631.5,,other
7265,S02001710,0,0,,815264.4,,other
7266,S02001711,0,0,,287832.9,,other
7267,S02001712,0,0,,335786.0,,other
7268,S02001713,0,0,,173236.2,,other
7269,S02001714,0,0,,355287.2,,other
7270,S02001715,0,0,,178052.7,,other
7271,S02001716,0,0,,439061.0,,other
7272,S02001717,0,0,,214095.7,,other
7273,S02001718,0,0,,217709.2,,other
7274,S02001719,0,0,,187270.8,,other
7275,S02001720,0,0,,533959.9,,other
7276,S02001721,0,0,,130905.3,,other
7277,S02001722,0,0,,305783.4,,other
7278,S02001723,0,0,,977104.2,,other
7279,S02001724,0,0,,450857.9,,other
7280,S02001725,0,0,,559353.6,,other
7281,S02001726,0,0,,534672.3,,other
7282,S02001727,0,0,,504312.5,,other
7283,S02001728,0,0,,315790.0,,other
7284,S02001729,0,0,,343144.8,,other
7285,S02001730,0,0,,436713.3,,other
7286,S02001731,0,0,,269039.0,,other
7287,S02001732,0,0,,350780.4,,other
7288,S02001733,0,0,,876845.9,,other
7289,S02001734,0,0,,391583.8,,other
7290,S02001735,0,0,,272885.9,,other
7291,S02001736,0,0,,272311.2,,other
7292,S02001737,0,0,,535275.3,,other
7293,S02001738,0,0,,404863.1,,other
7294,S02001739,0,0,,480407.8,,other
7295,S02001740,0,0,,888619.7,,other
7296,S02001741,0,0,,697537.1,,other
7297,S02001742,0,0,,360329.4,,other
7298,S02001743,0,0,,807019.8,,other
7299,S02001744,0,0,,445542.1,,other
7300,S02001745,0,0,,185936.2,,other
7301,S02001746,0,0,,397521.7,,other
7302,S02001747,0,0,,280547.6,,other
7303,S02001748,0,0,,294757.8,,other
7304,S02001749,0,0,,416614.8,,other
7305,S02001750,0,0,,645265.1,,other
7306,S02001751,0,0,,460388.9,,other
7307,S02001752,0,0,,206541.4,,other
7308,S02001753,0,0,,321248.2,,other
7309,S02001754,0,0,,172731.5,,other
7310,S02001755,0,0,,297103.6,,other
7311,S02001756,0,0,,285148.6,,other
7312,S02001757,0,0,,367932.5,,other
7313,S02001758,0,0,,272579.0,,other
7314,S02001759,0,0,,217874.0,,other
7315,S02001760,0,0,,314863.9,,other
7316,S02001761,0,0,,266386.3,,other
7317,S02001762,0,0,,272154.2,,other
7318,S02001763,0,0,,379270.9,,other
7319,S02001764,0,0,,207661.0,,other
7320,S02001765,0,0,,264754.7,,other
7321,S02001766,0,0,,530543.0,,other
7322,S02001767,0,0,,310470.7,,other
7323,S02001768,0,0,,404734.8,,other
7324,S02001769,0,0,,327904.1,,other
7325,S02001770,0,0,,264630.1,,other
7326,S02001771,0,0,,511743.3,,other
7327,S02001772,0,0,,278899.5,,other
7328,S02001773,0,0,,430064.5,,other
7329,S02001774,0,0,,298554.9,,other
7330,S02001775,0,0,,263868.0,,other
7331,S02001776,0,0,,792276.0,,other
7332,S02001777,0,0,,428657.4,,other
7333,S02001778,0,0,,271475.0,,other
7334,S02001779,0,0,,694807.9,,other
7335,S02001780,0,0,,391765.7,,other
7336,S02001781,0,0,,300239.8,,other
7337,S02001782,0,0,,304671.0,,other
7338,S02001783,0,0,,374546.1,,other
7339,S02001784,0,0,,226315.6,,other
7340,S02001785,0,0,,216153.7,,other
7341,S02001786,0,0,,363782.5,,other
7342,S02001787,0,0,,456180.1,,other
7343,S02001788,0,0,,281271.6,,other
7344,S02001789,0,0,,206469.4,,other
7345,S02001790,0,0,,300068.1,,other
7346,S02001791,0,0,,341514.7,,other
7347,S02001792,0,0,,403998.6,,other
7348,S02001793,0,0,,297450.3,,other
7349,S02001794,0,0,,205691.1,,other
7350,S02001795,0,0,,294954.2,,other
7351,S02001796,0,0,,251579.9,,other
7352,S02001797,0,0,,419569.0,,other
7353,S02001798,0,0,,494001.6,,other
7354,S02001799,0,0,,531002.4,,other
7355,S02001800,0,0,,235837.4,,other
7356,S02001801,0,0,,158650.0,,other
7357,S02001802,0,0,,275373.7,,other
7358,S02001803,0,0,,242092.2,,other
7359,S02001804,0,0,,402265.3,,other
7360,S02001805,0,0,,336278.7,,other
7361,S02001806,0,0,,237939.9,,other
7362,S02001807,0,0,,595538.1,,other
7363,S02001808,0,0,,138917.8,,other
7364,S02001809,0,0,,134321.6,,other
7365,S02001810,0,0,,345391.1,,other
7366,S02001811,0,0,,743499.7,,other
7367,S02001812,0,0,,542566.2,,other
7368,S02001813,0,0,,398487.3,,other
7369,S02001814,0,0,,433573.3,,other
7370,S02001815,0,0,,180762.7,,other
7371,S02001816,0,0,,269305.0,,other
7372,S02001817,0,0,,253522.8,,other
7373,S02001818,0,0,,341845.7,,other
7374,S02001819,0,0,,281757.5,,other
7375,S02001820,0,0,,714159.6,,other
7376,S02001821,0,0,,897569.3,,other
7377,S02001822,0,0,,1010982.7,,other
